Word	BlogFreq	BlogFreqPm	BlogCD	BlogCDPc	TwitterFreq	TwitterFreqPm	TwitterCD	TwitterCDPc	NewsFreq	NewsFreqPm	NewsCD	NewsCDPc.
na	262832	49129.2949	111187	65.3395	30929	27309.8930	26329	21.3016	347190	49870.8091	173266	75.9902
ya	233964	43733.2073	100529	59.0763	19855	17531.6992	16911	13.6819	337296	48449.6224	160399	70.3470
wa	165853	31001.7081	82985	48.7665	11547	10195.8464	10221	8.2694	244112	35064.5553	136483	59.8581
kwa	118570	22163.4371	72116	42.3793	12877	11370.2186	11830	9.5711	167741	24094.5286	113924	49.9643
ni	73436	13726.8632	50194	29.4967	19176	16932.1513	17439	14.1091	81931	11768.6721	65890	28.8977
katika	60180	11249.0144	43546	25.5900	1064	939.4978	1011	0.8180	88231	12673.6120	71236	31.2424
kuwa	49458	9244.8281	37311	21.9260	2499	2206.5835	2375	1.9215	69437	9974.0182	58029	25.4501
za	47925	8958.2755	34251	20.1278	7057	6231.2365	6579	5.3228	72279	10382.2466	55853	24.4957
la	41626	7780.8487	30668	18.0222	3500	3090.4531	3246	2.6262	60722	8722.1846	47661	20.9029
kama	32890	6147.8911	25730	15.1204	9036	7978.6670	8575	6.9376	31796	4567.2175	27970	12.2670
hiyo	25836	4829.3376	21277	12.5035	3181	2808.7804	3087	2.4976	49499	7110.0987	42198	18.5070
cha	25410	4749.7085	19834	11.6555	1978	1746.5475	1866	1.5097	39264	5639.9304	32330	14.1791
yake	19051	3561.0664	15959	9.3784	1679	1482.5345	1629	1.3180	20742	2979.4070	18934	8.3040
kwamba	18763	3507.2326	15196	8.9300	541	477.6958	526	0.4256	22896	3288.8103	20623	9.0447
kwenye	18263	3413.7712	15144	8.8994	3137	2769.9290	3052	2.4692	22310	3204.6365	20144	8.8347
watu	17379	3248.5314	13830	8.1273	3798	3353.5832	3663	2.9636	18577	2668.4237	16547	7.2571
lakini	17001	3177.8746	15200	8.9323	2368	2090.9123	2346	1.8980	21781	3128.6503	20774	9.1110
au	15406	2879.7327	12066	7.0906	3751	3312.0828	3637	2.9425	12307	1767.7930	10630	4.6621
wakati	15202	2841.6005	13592	7.9874	1521	1343.0226	1482	1.1990	21553	3095.9001	20312	8.9083
alisema	15027	2808.8890	14022	8.2401	114	100.6605	114	0.0922	57077	8198.6122	55027	24.1335
hii	14827	2771.5044	12614	7.4127	4593	4055.5575	4440	3.5922	11297	1622.7153	10400	4.5612
serikali	14525	2715.0538	11389	6.6928	1104	974.8172	1046	0.8463	25216	3622.0580	22201	9.7368
hivyo	14523	2714.6799	12788	7.5149	1074	948.3276	1014	0.8204	22186	3186.8250	20734	9.0934
hata	13996	2616.1716	12352	7.2587	3994	3526.6485	3899	3.1545	16927	2431.4156	15968	7.0032
wake	13965	2610.3770	12190	7.1635	925	816.7626	898	0.7265	18153	2607.5198	16862	7.3953
sasa	13847	2588.3201	12309	7.2334	5900	5209.6210	5785	4.6804	18213	2616.1383	17185	7.5369
baada	13679	2556.9171	12545	7.3721	612	540.3878	610	0.4935	21185	3043.0401	20044	8.7908
ili	13531	2529.2525	12123	7.1241	1103	973.9342	1082	0.8754	22127	3178.3502	20830	9.1355
mwaka	13388	2502.5225	10626	6.2444	1085	958.0405	1018	0.8236	22495	3231.2101	19176	8.4101
huo	13018	2433.3611	11058	6.4983	823	726.6980	796	0.6440	24377	3501.5430	21552	9.4522
sana	12283	2295.9728	10160	5.9706	8647	7635.1853	8189	6.6254	6341	910.8292	5862	2.5709
hilo	12128	2266.9998	10579	6.2168	883	779.6772	865	0.6998	23355	3354.7416	20903	9.1675
vya	12123	2266.0652	10074	5.9200	791	698.4424	746	0.6036	19822	2847.2571	17400	7.6312
pia	11702	2187.3707	10640	6.2526	1617	1427.7894	1591	1.2872	16019	2300.9893	15288	6.7049
nchi	11382	2127.5554	9024	5.3030	1353	1194.6809	1281	1.0364	16050	2305.4422	13924	6.1067
zaidi	11362	2123.8169	9987	5.8689	1281	1131.1059	1248	1.0097	14523	2086.1020	13479	5.9116
kila	11218	2096.9000	9721	5.7126	2637	2328.4357	2564	2.0744	12404	1781.7262	11457	5.0248
siku	10861	2030.1686	9192	5.4017	3186	2813.1954	3085	2.4959	10469	1503.7804	9514	4.1726
tanzania	10261	1918.0149	8771	5.1543	1022	902.4123	989	0.8002	15712	2256.8915	14434	6.3304
kazi	10134	1894.2757	8388	4.9292	2813	2483.8413	2604	2.1068	13642	1959.5541	12004	5.2647
mtu	10123	1892.2196	8149	4.7888	2977	2628.6511	2875	2.3260	6952	998.5940	6228	2.7314
moja	9976	1864.7419	8177	4.8053	1471	1298.8733	1339	1.0833	11597	1665.8077	9977	4.3757
ambayo	9965	1862.6858	9080	5.3359	214	188.9591	210	0.1699	13515	1941.3116	12874	5.6462
kutoka	9876	1846.0496	8763	5.1496	610	538.6218	597	0.4830	13670	1963.5760	12783	5.6063
pamoja	9846	1840.4419	8969	5.2707	814	718.7511	796	0.6440	14708	2112.6757	13933	6.1107
rais	9215	1722.4937	7327	4.3057	597	527.1430	558	0.4515	11879	1706.3145	10462	4.5884
tu	9148	1709.9698	8159	4.7947	8357	7379.1191	8061	6.5218	7055	1013.3891	6709	2.9424
ambao	9116	1703.9883	8244	4.8446	219	193.3741	218	0.1764	13717	1970.3272	13073	5.7335
huyo	9050	1691.6514	7769	4.5655	1255	1108.1482	1209	0.9781	13084	1879.4022	12108	5.3103
huu	8883	1660.4353	7983	4.6912	1354	1195.5639	1323	1.0704	12223	1755.7271	11572	5.0752
hayo	8859	1655.9491	8039	4.7242	670	591.6010	661	0.5348	15562	2235.3453	14663	6.4308
mkuu	8798	1644.5468	7572	4.4497	1040	918.3061	1011	0.8180	14982	2152.0334	13749	6.0300
wananchi	8365	1563.6093	7038	4.1359	616	543.9198	600	0.4854	18042	2591.5756	16167	7.0904
kuna	8339	1558.7493	7313	4.2975	3530	3116.9427	3438	2.7815	7769	1115.9489	7247	3.1784
mungu	8309	1553.1416	5499	3.2315	1571	1387.1720	1505	1.2176	1990	285.8461	1747	0.7662
mara	8190	1530.8978	6606	3.8820	783	691.3785	678	0.5485	9551	1371.9177	7971	3.4959
nchini	8099	1513.8878	7196	4.2288	166	146.5758	166	0.1343	14508	2083.9474	13473	5.9089
hali	8080	1510.3363	7048	4.1418	977	862.6779	950	0.7686	12014	1725.7061	11247	4.9327
kufanya	8072	1508.8409	7323	4.3034	561	495.3555	549	0.4442	11070	1590.1087	10541	4.6230
wao	8046	1503.9809	6920	4.0666	840	741.7088	805	0.6513	11644	1672.5588	10683	4.6853
yao	8037	1502.2986	7150	4.2017	821	724.9320	798	0.6456	12798	1838.3208	11840	5.1927
chama	7795	1457.0633	5805	3.4113	443	391.1631	420	0.3398	16409	2357.0094	13032	5.7155
mambo	7715	1442.1094	6747	3.9649	2498	2205.7006	2448	1.9806	7118	1022.4385	6729	2.9512
hapa	7674	1434.4456	6792	3.9913	2858	2523.5757	2722	2.2022	7533	1082.0496	7137	3.1301
habari	7635	1427.1556	6320	3.7140	1445	1275.9157	1409	1.1400	9859	1416.1592	8780	3.8507
hao	7313	1366.9665	6538	3.8421	976	861.7949	933	0.7548	15052	2162.0882	13982	6.1322
juu	7198	1345.4704	6465	3.7992	1232	1087.8395	1169	0.9458	7393	1061.9398	7015	3.0766
kutokana	7183	1342.6665	6744	3.9631	140	123.6181	139	0.1125	13289	1908.8487	12798	5.6129
maana	7111	1329.2081	6056	3.5588	2414	2131.5297	2363	1.9118	5470	785.7177	5140	2.2543
sababu	7093	1325.8435	6263	3.6805	494	436.1954	482	0.3900	10064	1445.6056	9425	4.1336
zanzibar	7038	1315.5627	5020	2.9500	215	189.8421	200	0.1618	5140	738.3161	4340	1.9034
mmoja	7028	1313.6935	6342	3.7269	546	482.1107	519	0.4199	7860	1129.0203	7282	3.1937
hizo	6967	1302.2912	6283	3.6922	1091	963.3384	1081	0.8746	13641	1959.4104	12578	5.5164
hili	6945	1298.1789	6162	3.6211	785	693.1445	768	0.6214	6868	986.5282	6486	2.8446
taifa	6916	1292.7581	5785	3.3996	890	785.8581	843	0.6820	12695	1823.5258	11341	4.9739
muda	6818	1274.4397	6046	3.5530	786	694.0275	768	0.6214	8415	1208.7412	7933	3.4792
ndani	6813	1273.5051	6075	3.5700	891	786.7411	863	0.6982	8285	1190.0678	7769	3.4073
ambaye	6800	1271.0751	6245	3.6699	124	109.4903	124	0.1003	10227	1469.0192	9720	4.2630
miaka	6750	1261.7289	5861	3.4442	586	517.4302	564	0.4563	8437	1211.9013	7743	3.3959
si	6720	1256.1213	5960	3.5024	3374	2979.1968	3280	2.6537	7609	1092.9663	7199	3.1573
kwanza	6685	1249.5790	6202	3.6446	1346	1188.5000	1332	1.0777	8412	1208.3103	8039	3.5257
kwani	6652	1243.4105	6166	3.6235	2181	1925.7938	2159	1.7467	8208	1179.0075	7980	3.4998
leo	6625	1238.3636	6115	3.5935	5955	5258.1853	5724	4.6310	6064	871.0406	5830	2.5569
bila	6589	1231.6344	6065	3.5641	1336	1179.6701	1280	1.0356	7935	1139.7934	7627	3.3450
hivi	6582	1230.3259	5981	3.5148	2285	2017.6244	2194	1.7751	7486	1075.2985	7183	3.1503
wengi	6574	1228.8305	5867	3.4478	849	749.6556	825	0.6675	8474	1217.2160	8012	3.5139
wote	6472	1209.7644	5881	3.4560	1503	1327.1289	1469	1.1885	7130	1024.1622	6789	2.9775
maisha	6445	1204.7175	5381	3.1622	1192	1052.5200	1159	0.9377	5872	843.4615	5367	2.3538
kubwa	6350	1186.9598	5841	3.4325	789	696.6764	772	0.6246	9944	1428.3687	9475	4.1555
wengine	6324	1182.0998	5637	3.3126	827	730.2299	800	0.6472	7472	1073.2875	7060	3.0963
ndio	6057	1132.1914	5355	3.1469	3767	3326.2106	3676	2.9741	4644	667.0700	4405	1.9319
hadi	6035	1128.0791	5496	3.2297	1251	1104.6163	1234	0.9984	10220	1468.0137	9516	4.1735
alikuwa	5936	1109.5738	4835	2.8413	409	361.1415	394	0.3188	5092	731.4213	4610	2.0218
kuhusu	5835	1090.6946	5326	3.1298	538	475.0468	529	0.4280	6716	964.6947	6464	2.8350
hapo	5807	1085.4607	5276	3.1005	2061	1819.8354	1968	1.5922	5638	809.8494	5367	2.3538
dar	5787	1081.7223	5312	3.1216	672	593.3670	655	0.5299	10905	1566.4079	10417	4.5686
huku	5756	1075.9277	5311	3.1210	1780	1571.7162	1723	1.3940	9594	1378.0942	9322	4.0884
viongozi	5598	1046.3939	4856	2.8537	432	381.4502	414	0.3349	11048	1586.9486	10016	4.3928
je	5583	1043.5900	4594	2.6997	973	859.1460	953	0.7710	1428	205.1197	1255	0.5504
baadhi	5526	1032.9354	5100	2.9970	144	127.1501	142	0.1149	9821	1410.7008	9284	4.0717
nini	5496	1027.3277	4887	2.8719	3888	3433.0520	3778	3.0566	3430	492.6895	3131	1.3732
waziri	5476	1023.5893	4476	2.6303	307	271.0769	286	0.2314	8950	1285.5893	7819	3.4292
ambapo	5461	1020.7854	5133	3.0164	58	51.2132	58	0.0469	8381	1203.8574	8171	3.5836
zao	5447	1018.1685	4820	2.8325	666	588.0691	654	0.5291	8681	1246.9498	8062	3.5358
basi	5381	1005.8316	4665	2.7414	2178	1923.1448	2148	1.7379	3004	431.4983	2836	1.2438
sheria	5368	1003.4016	4060	2.3859	295	260.4811	272	0.2201	8597	1234.8839	7268	3.1876
fedha	5347	999.4762	4288	2.5199	135	119.2032	126	0.1019	11114	1596.4290	9611	4.2151
yetu	5342	998.5416	4507	2.6486	972	858.2630	945	0.7646	4334	622.5412	3984	1.7473
timu	5325	995.3639	4075	2.3947	345	304.6304	326	0.2638	11865	1704.3035	9849	4.3195
kati	5275	986.0178	4863	2.8578	355	313.4602	347	0.2807	7546	1083.9169	7130	3.1270
kutoa	5235	978.5409	4841	2.8448	357	315.2262	351	0.2840	8999	1292.6277	8573	3.7599
mimi	5227	977.0455	4364	2.5645	1746	1541.6946	1710	1.3835	2981	428.1946	2719	1.1925
kweli	5216	974.9894	4557	2.6779	3575	3156.6771	3330	2.6942	4242	609.3262	3980	1.7455
tena	5215	974.8024	4736	2.7831	3261	2879.4193	3195	2.5849	4375	628.4305	4179	1.8328
mbalimbali	5212	974.2417	4688	2.7549	44	38.8514	43	0.0348	10969	1575.6010	10421	4.5704
nafasi	5211	974.0547	4587	2.6956	281	248.1192	272	0.2201	9159	1315.6103	8114	3.5586
hatua	5180	968.2601	4617	2.7132	189	166.8845	185	0.1497	9485	1362.4374	8917	3.9108
hicho	5165	965.4563	4622	2.7161	215	189.8421	211	0.1707	12299	1766.6439	11146	4.8884
salaam	5048	943.5863	4680	2.7502	180	158.9376	175	0.1416	10509	1509.5260	10065	4.4143
es	5022	938.7263	4659	2.7379	106	93.5966	104	0.0841	10660	1531.2158	10202	4.4743
taarifa	4983	931.4363	4422	2.5986	317	279.9068	309	0.2500	8120	1166.3670	7527	3.3012
yeye	4820	900.9679	4148	2.4376	659	581.8882	645	0.5218	3229	463.8176	3092	1.3561
jambo	4795	896.2949	4333	2.5463	315	278.1408	300	0.2427	5749	825.7936	5521	2.4214
uchaguzi	4784	894.2387	3681	2.1632	189	166.8845	176	0.1424	8616	1237.6131	7202	3.1586
jana	4755	888.8179	4483	2.6345	861	760.2515	847	0.6853	12836	1843.7792	12401	5.4388
kabla	4747	887.3226	4468	2.6256	392	346.1308	389	0.3147	6116	878.5099	5958	2.6130
yako	4739	885.8272	3744	2.2002	3248	2867.9405	3157	2.5542	1310	188.1701	1146	0.5026
kupata	4720	882.2756	4408	2.5904	343	302.8644	340	0.2751	7615	1093.8282	7272	3.1893
mbali	4696	877.7895	3308	1.9440	562	496.2385	537	0.4345	4627	664.6281	4104	1.7999
kitu	4507	842.4611	3989	2.3442	1888	1667.0787	1848	1.4951	2925	420.1507	2774	1.2166
bado	4490	839.2834	4130	2.4270	2637	2328.4357	2567	2.0768	5608	805.5402	5360	2.3508
nje	4475	836.4796	4045	2.3771	521	460.0360	503	0.4070	5758	827.0864	5431	2.3819
watoto	4474	836.2926	3491	2.0515	617	544.8027	601	0.4862	6737	967.7112	5550	2.4341
wetu	4398	822.0865	3847	2.2607	693	611.9097	673	0.5445	4347	624.4086	4028	1.7666
ajili	4398	822.0865	4048	2.3788	181	159.8206	172	0.1392	7772	1116.3799	7416	3.2525
yangu	4382	819.0957	3679	2.1620	2293	2024.6883	2226	1.8010	2242	322.0437	2040	0.8947
wenye	4234	791.4312	3774	2.2178	472	416.7697	461	0.3730	5296	760.7241	4939	2.1661
pale	4230	790.6835	3716	2.1837	772	681.6657	731	0.5914	2862	411.1013	2632	1.1543
haki	4203	785.6366	3440	2.0215	477	421.1846	454	0.3673	5571	800.2255	4870	2.1359
kabisa	4199	784.8889	3828	2.2495	2193	1936.3896	2135	1.7273	2990	429.4874	2887	1.2662
sehemu	4196	784.3281	3725	2.1890	367	324.0561	358	0.2896	4445	638.4854	4241	1.8600
zote	4176	780.5896	3908	2.2966	715	631.3354	700	0.5663	5251	754.2603	5083	2.2293
haya	4175	780.4027	3752	2.2049	2188	1931.9747	2142	1.7330	3263	468.7014	3092	1.3561
hakuna	4162	777.9727	3786	2.2249	1752	1546.9925	1687	1.3649	4869	699.3893	4635	2.0328
vile	4151	775.9166	3417	2.0080	627	553.6326	601	0.4862	3429	492.5459	2999	1.3153
zake	4150	775.7296	3852	2.2636	458	404.4079	451	0.3649	4420	634.8944	4270	1.8727
chini	4052	757.4112	3686	2.1661	506	446.7912	491	0.3972	5349	768.3371	5046	2.2131
nyingi	4023	751.9904	3735	2.1949	568	501.5364	557	0.4506	5155	740.4707	4954	2.1727
polisi	3966	741.3358	3200	1.8805	199	175.7143	195	0.1578	8316	1194.5207	7226	3.1691
kwenda	3963	740.7751	3649	2.1444	854	754.0706	843	0.6820	5280	758.4259	5025	2.2038
nyingine	3958	739.8405	3781	2.2219	351	309.9283	347	0.2807	6253	898.1888	6065	2.6600
njia	3955	739.2797	3530	2.0744	339	299.3325	334	0.2702	4249	610.3317	4015	1.7609
wewe	3948	737.9712	3268	1.9205	6216	5488.6448	6027	4.8762	956	137.3210	861	0.3776
suala	3930	734.6066	3494	2.0533	234	206.6189	226	0.1828	6181	887.8466	5793	2.5407
wale	3896	728.2513	3343	1.9645	516	455.6211	485	0.3924	3334	478.9000	3080	1.3508
jamii	3850	719.6528	3288	1.9322	189	166.8845	176	0.1424	6004	862.4221	5500	2.4122
kuu	3844	718.5313	3476	2.0427	117	103.3094	114	0.0922	5739	824.3572	5418	2.3762
yote	3801	710.4936	3544	2.0826	732	646.3462	724	0.5858	3669	527.0198	3573	1.5670
mama	3799	710.1197	2917	1.7142	948	837.0713	923	0.7468	2517	361.5451	2226	0.9763
elimu	3785	707.5028	3000	1.7630	323	285.2047	301	0.2435	8136	1168.6653	6602	2.8955
huko	3778	706.1944	3408	2.0027	1887	1666.1957	1824	1.4757	3034	435.8076	2851	1.2504
wako	3772	705.0728	3125	1.8364	1592	1405.7147	1545	1.2500	1706	245.0520	1580	0.6929
gani	3696	690.8667	3365	1.9775	2024	1787.1649	1980	1.6019	2576	370.0199	2411	1.0574
kiasi	3682	688.2498	3370	1.9804	306	270.1939	299	0.2419	4810	690.9145	4589	2.0126
amesema	3679	687.6890	3556	2.0897	90	79.4688	89	0.0720	1857	266.7418	1849	0.8109
mpya	3667	685.4459	3198	1.8793	884	780.5602	845	0.6837	5168	742.3380	4771	2.0924
hasa	3631	678.7167	3441	2.0221	249	219.8637	247	0.1998	5146	739.1779	4991	2.1889
watanzania	3630	678.5298	3145	1.8482	447	394.6950	439	0.3552	6429	923.4697	6047	2.6521
bunge	3630	678.5298	2695	1.5837	373	329.3540	348	0.2816	5252	754.4039	4399	1.9293
vijana	3597	672.3613	2859	1.6801	459	405.2909	438	0.3544	5984	859.5493	5215	2.2872
wangu	3561	665.6321	2975	1.7483	2036	1797.7607	1994	1.6133	1968	282.6860	1808	0.7929
kupitia	3549	663.3890	3315	1.9481	148	130.6820	147	0.1189	5366	770.7790	5165	2.2652
tayari	3543	662.2675	3331	1.9575	475	419.4186	469	0.3794	5085	730.4158	4919	2.1574
pili	3530	659.8375	3302	1.9404	240	211.9168	228	0.1845	4539	651.9877	4352	1.9087
sio	3526	659.0898	3155	1.8541	2806	2477.6604	2750	2.2249	2190	314.5744	2100	0.9210
maendeleo	3523	658.5290	3072	1.8053	288	254.3001	278	0.2249	7241	1040.1064	6735	2.9538
eneo	3507	655.5383	2984	1.7536	112	98.8945	107	0.0866	6410	920.7405	5757	2.5249
mkubwa	3503	654.7906	3289	1.9328	623	550.1007	610	0.4935	4806	690.3399	4702	2.0622
ambazo	3502	654.6037	3305	1.9422	75	66.2240	74	0.0599	5696	818.1806	5510	2.4166
mpaka	3495	653.2952	3198	1.8793	1863	1645.0041	1831	1.4814	2953	424.1726	2815	1.2346
kipindi	3492	652.7344	3167	1.8611	320	282.5557	318	0.2573	4754	682.8705	4542	1.9920
mwa	3476	649.7437	3299	1.9387	94	83.0007	93	0.0752	5126	736.3051	4991	2.1889
wala	3461	646.9398	3050	1.7923	649	573.0583	633	0.5121	2857	410.3831	2733	1.1986
kamati	3460	646.7529	2738	1.6090	144	127.1501	128	0.1036	6141	882.1010	5244	2.2999
kampuni	3455	645.8183	2797	1.6437	117	103.3094	116	0.0939	6009	863.1403	5117	2.2442
bora	3449	644.6968	2935	1.7248	1071	945.6787	1047	0.8471	4506	647.2475	4059	1.7802
kutumia	3421	639.4629	3185	1.8717	278	245.4703	274	0.2217	5217	749.3765	4958	2.1745
kusema	3418	638.9022	3221	1.8928	437	385.8652	432	0.3495	3320	476.8890	3243	1.4223
akiwa	3396	634.7898	3098	1.8206	189	166.8845	187	0.1513	3816	548.1350	3569	1.5653
muhimu	3375	630.8645	3106	1.8253	380	335.5349	375	0.3034	3821	548.8533	3690	1.6183
ilikuwa	3365	628.9952	3033	1.7824	476	420.3016	463	0.3746	3671	527.3071	3473	1.5232
ikiwa	3316	619.8360	3153	1.8529	135	119.2032	130	0.1052	4851	696.8038	4657	2.0424
muungano	3311	618.9014	2239	1.3158	93	82.1178	85	0.0688	2031	291.7354	1705	0.7478
kura	3309	618.5276	2364	1.3892	349	308.1623	319	0.2581	5914	849.4944	4438	1.9464
mwenye	3293	615.5368	2942	1.7289	444	392.0461	429	0.3471	2309	331.6677	2180	0.9561
ndiyo	3281	613.2937	3055	1.7953	250	220.7467	242	0.1958	5044	724.5265	4889	2.1442
katiba	3279	612.9199	2255	1.3252	309	272.8429	280	0.2265	6384	917.0058	4812	2.1104
mjini	3273	611.7983	3012	1.7700	474	418.5357	458	0.3705	4865	698.8147	4633	2.0319
tofauti	3262	609.7422	2898	1.7030	302	266.6620	290	0.2346	4663	669.7992	4382	1.9218
mengi	3262	609.7422	2997	1.7612	433	382.3332	425	0.3438	3321	477.0326	3223	1.4135
uwezo	3234	604.5084	2926	1.7195	235	207.5019	225	0.1820	4541	652.2750	4253	1.8653
nguvu	3225	602.8260	2909	1.7095	459	405.2909	443	0.3584	3982	571.9795	3757	1.6477
mbili	3223	602.4522	2957	1.7377	517	456.5041	484	0.3916	4363	626.7068	4188	1.8368
upande	3173	593.1061	2846	1.6725	175	154.5227	165	0.1335	5383	773.2209	5103	2.2380
mtoto	3161	590.8630	2308	1.3563	933	823.8265	896	0.7249	3005	431.6420	2520	1.1052
mbele	3153	589.3676	2958	1.7383	632	558.0475	615	0.4976	3708	532.6218	3605	1.5811
naye	3149	588.6199	2854	1.6772	211	186.3102	203	0.1642	3898	559.9136	3787	1.6609
shule	3145	587.8722	2292	1.3469	689	608.3778	656	0.5307	7520	1080.1823	5808	2.5472
mkoa	3133	585.6292	2634	1.5479	103	90.9476	98	0.0793	7438	1068.4037	6656	2.9192
hawa	3126	584.3207	2689	1.5802	1207	1065.7648	1179	0.9539	2826	405.9302	2626	1.1517
bali	3111	581.5168	2928	1.7207	139	122.7351	139	0.1125	3059	439.3986	3022	1.3254
tatizo	3110	581.3299	2648	1.5561	893	788.5070	843	0.6820	5313	763.1660	4854	2.1288
lazima	3103	580.0215	2798	1.6443	1061	936.8488	1040	0.8414	3832	550.4333	3612	1.5841
hizi	3102	579.8345	2790	1.6396	1509	1332.4268	1492	1.2071	2785	400.0409	2633	1.1548
a	3074	574.6007	2458	1.4445	645	569.5264	601	0.4862	983	141.1994	864	0.3789
aina	3072	574.2269	2781	1.6343	163	143.9268	162	0.1311	3675	527.8816	3474	1.5236
maji	3050	570.1146	2179	1.2805	940	830.0074	884	0.7152	4933	708.5823	3873	1.6986
wanawake	3047	569.5538	2425	1.4251	233	205.7359	221	0.1788	3655	525.0088	3074	1.3482
dhidi	3039	568.0584	2770	1.6278	67	59.1601	67	0.0542	5683	816.3133	5340	2.3420
huyu	3036	567.4976	2532	1.4879	1574	1389.8209	1543	1.2484	1394	200.2359	1277	0.5601
jina	3002	561.1423	2615	1.5367	591	521.8451	577	0.4668	2726	391.5661	2588	1.1350
mwingine	2995	559.8338	2812	1.6525	317	279.9068	315	0.2549	3732	536.0692	3629	1.5916
anasema	2973	555.7215	2698	1.5855	232	204.8529	225	0.1820	10326	1483.2397	9772	4.2858
sisi	2896	541.3284	2458	1.4445	778	686.9636	748	0.6052	2811	403.7756	2618	1.1482
wilaya	2894	540.9546	2385	1.4016	53	46.7983	49	0.0396	7665	1101.0103	6752	2.9613
maeneo	2869	536.2815	2466	1.4492	221	195.1400	212	0.1715	5744	825.0754	5193	2.2775
mwisho	2866	535.7208	2673	1.5708	631	557.1646	603	0.4879	3084	442.9896	2980	1.3070
ambalo	2857	534.0385	2748	1.6149	39	34.4365	38	0.0307	4240	609.0389	4135	1.8135
wanafunzi	2852	533.1038	2248	1.3210	154	135.9799	149	0.1205	6214	892.5868	5117	2.2442
tatu	2851	532.9169	2695	1.5837	334	294.9175	320	0.2589	4302	617.9447	4140	1.8157
jinsi	2847	532.1692	2616	1.5373	229	202.2039	222	0.1796	2449	351.7774	2351	1.0311
ile	2841	531.0477	2471	1.4521	1447	1277.6816	1364	1.1036	2198	315.7235	2013	0.8829
namna	2811	525.4400	2606	1.5314	146	128.9160	144	0.1165	3055	438.8240	2931	1.2855
ama	2809	525.0662	2402	1.4115	1048	925.3700	1026	0.8301	2027	291.1608	1909	0.8372
vizuri	2794	522.2623	2618	1.5385	545	481.2277	532	0.4304	4270	613.3482	4052	1.7771
huduma	2782	520.0192	2218	1.3034	255	225.1616	247	0.1998	5430	779.9720	4757	2.0863
msingi	2760	515.9069	2529	1.4862	240	211.9168	232	0.1877	4556	654.4296	4335	1.9012
mahakama	2759	515.7200	2170	1.2752	59	52.0962	59	0.0477	4557	654.5732	3806	1.6692
mwenyekiti	2757	515.3462	2498	1.4680	48	42.3834	47	0.0380	5643	810.5676	5358	2.3499
mchezo	2751	514.2246	2300	1.3516	280	247.2363	275	0.2225	4892	702.6930	4332	1.8999
ukweli	2739	511.9816	2467	1.4497	769	679.0167	741	0.5995	2744	394.1516	2623	1.1504
saa	2726	509.5516	2213	1.3005	1538	1358.0334	1448	1.1715	3677	528.1689	3109	1.3635
yenye	2721	508.6170	2536	1.4903	251	221.6296	248	0.2006	3116	447.5862	2973	1.3039
wazi	2695	503.7570	2431	1.4286	230	203.0869	215	0.1739	3348	480.9109	3189	1.3986
marekani	2695	503.7570	2230	1.3105	71	62.6920	71	0.0574	2146	308.2541	1915	0.8399
uongozi	2682	501.3270	2427	1.4262	126	111.2563	122	0.0987	4706	675.9758	4418	1.9376
dunia	2670	499.0839	2420	1.4221	429	378.8013	421	0.3406	2809	403.4883	2682	1.1763
kawaida	2665	498.1493	2486	1.4609	509	449.4402	498	0.4029	2726	391.5661	2659	1.1662
wabunge	2657	496.6539	2155	1.2664	619	546.5687	590	0.4773	5201	747.0782	4530	1.9867
mkutano	2653	495.9062	2276	1.3375	75	66.2240	75	0.0607	4406	632.8834	4089	1.7933
katibu	2634	492.3547	2307	1.3557	100	88.2987	95	0.0769	4965	713.1789	4654	2.0411
bwana	2625	490.6724	2158	1.2682	988	872.3908	952	0.7702	445	63.9204	411	0.1803
wizara	2616	488.9901	2044	1.2012	167	147.4588	162	0.1311	4457	640.2091	3843	1.6854
nao	2606	487.1208	2416	1.4198	523	461.8020	512	0.4142	3010	432.3602	2915	1.2784
siasa	2597	485.4385	2142	1.2588	564	498.0045	530	0.4288	4043	580.7416	3610	1.5833
nyumba	2589	483.9431	2099	1.2335	493	435.3124	473	0.3827	4046	581.1725	3353	1.4705
vyombo	2570	480.3916	2267	1.3322	119	105.0754	115	0.0930	3862	554.7425	3604	1.5806
ndugu	2568	480.0178	2258	1.3269	1021	901.5293	1000	0.8091	1715	246.3448	1620	0.7105
walikuwa	2556	477.7747	2265	1.3310	181	159.8206	177	0.1432	3399	488.2366	3170	1.3903
jijini	2535	473.8493	2388	1.4033	59	52.0962	59	0.0477	6199	890.4322	6011	2.6363
ana	2522	471.4193	2230	1.3105	684	603.9628	665	0.5380	2127	305.5250	1989	0.8723
mujibu	2515	470.1109	2394	1.4068	28	24.7236	28	0.0227	4573	656.8715	4511	1.9784
mechi	2498	466.9332	2057	1.2088	241	212.7998	236	0.1909	6503	934.0991	5539	2.4293
mfano	2489	465.2509	2314	1.3598	145	128.0331	144	0.1165	3039	436.5258	2981	1.3074
uhuru	2483	464.1293	1959	1.1512	450	397.3440	425	0.3438	3166	454.7682	2861	1.2548
umma	2475	462.6339	2063	1.2123	145	128.0331	140	0.1133	3556	510.7883	3275	1.4363
nyumbani	2475	462.6339	2245	1.3193	377	332.8860	349	0.2824	2297	329.9440	2162	0.9482
tangu	2464	460.5778	2364	1.3892	261	230.4595	260	0.2104	4237	608.6080	4177	1.8319
